Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Lugia,Psychic,Flying,2.0,106,90,130,90,154,110,680,5.2,216.0,https://img.pokemondb.net/sprites/home/normal/2x/lugia.jpg,0.001953125,0.035149105,0.7934723,0.0,0.11111111110610611,0.10790605074235156,0.3112612612472405,0.008108108107742878,1.9029981,4.3209724,42.707584,0.0
Dedenne,Electric,Fairy,6.0,67,58,57,81,67,101,431,0.2,2.2,https://img.pokemondb.net/sprites/home/normal/2x/dedenne.jpg,0.001953125,0.031035608,0.6988678,0.0,0.11111111110712434,0.1074699940595352,0.3476856835182029,0.015428776461592079,1.5315819,3.5120156,31.302132,0.0
Magearna,Steel,Fairy,7.0,80,95,115,130,115,65,600,1.0,80.5,https://img.pokemondb.net/sprites/home/normal/2x/magearna.jpg,0.001953125,0.03642999,0.8236847,0.0,0.11111111110479797,0.10559900602138671,0.32784090907228175,0.013068181817439307,1.6381795,3.4365911,36.316174,0.0
Tyrantrum,Rock,Dragon,6.0,82,121,119,69,59,71,521,2.5,270.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrantrum.jpg,0.001953125,0.030110473,0.67684937,0.0,0.11111111110733056,0.10599376975418305,0.3385505273787496,0.013269819666101742,2.136,3.8294475,33.509533,0.0
Magmortar,Fire,,4.0,75,95,67,125,95,83,540,1.6,68.0,https://img.pokemondb.net/sprites/home/normal/2x/magmortar.jpg,0.001953125,0.026532743,0.5962372,0.0,0.11111111110787268,0.10735875734972587,0.3086563683967165,0.008160886038817813,1.7117722,3.675598,35.527294,0.0
Plusle,Electric,,3.0,60,50,40,85,75,95,405,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/plusle.jpg,0.001953125,0.035520446,0.8016052,0.0,0.11111111110467362,0.10868576112007994,0.3360370799341809,0.005793742757485878,1.2073476,3.51413,38.32661,0.0
Oinkologne,Normal,,9.0,110,100,75,59,80,65,489,1.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png,0.001953125,0.03796536,0.8575287,0.0,0.11111111108490565,0.15429425794080337,0.5188679244059273,0.007075471696444464,1.0280476,2.1440952,25.685965,0.0
Gouging Fire,Fire,Dragon,9.0,105,115,121,65,93,91,590,3.5,590.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/gouging-fire.png,0.001953125,0.032447334,0.7337189,0.0,0.1111111111027944,0.11038049978464444,0.33607784428622167,0.005988023951647603,1.2015254,2.9069462,33.789993,0.0
Graveler,Rock,Ground,1.0,55,95,115,45,45,35,390,1.0,105.0,https://img.pokemondb.net/sprites/home/normal/2x/graveler.jpg,0.001953125,0.035401624,0.7986603,0.0,0.11111111110370862,0.0904116175560268,0.2591605596096495,0.013990672883811414,0.8810731,1.9956503,26.174707,0.0
Metang,Steel,Psychic,3.0,60,75,100,55,80,50,420,1.2,202.5,https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg,0.001953125,0.030486897,0.6848602,0.0,0.11111111110666488,0.10784641618703965,0.3361344537680619,0.008403361344201547,1.7759967,3.5525033,44.027782,0.0
Sylveon,Fairy,,6.0,95,65,65,110,130,60,525,1.0,23.5,https://img.pokemondb.net/sprites/home/normal/2x/sylveon.jpg,0.001953125,0.036931824,0.8354645,0.0,0.11111111110575894,0.10244788903269471,0.28949903659491816,0.008670520230796218,1.4591873,3.4208333,35.566223,0.0
Banette,Ghost,,3.0,64,115,65,83,63,65,455,1.1,12.5,https://img.pokemondb.net/sprites/home/normal/2x/banette.jpg,0.001953125,0.030790966,0.6790619,0.0,0.11111111110659073,0.10927173166102523,0.3087876322087556,0.004882017900533686,1.5806453,2.9754899,35.04466,0.0
Flabébé,Fairy,,6.0,44,38,39,61,79,42,303,0.1,0.1,https://img.pokemondb.net/sprites/home/normal/2x/flabebe.jpg,0.001953125,0.033174735,0.7479248,0.0,0.11111111110576925,0.10765759046791105,0.32067307690765995,0.010576923076414571,1.1632786,3.1417441,38.007587,0.0
Orthworm,Steel,,9.0,70,85,145,60,55,65,480,2.5,310.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/orthworm.png,0.001953125,0.039368264,0.8913727,0.0,0.1111111110899067,0.11724102465665827,0.3835877861863382,0.013358778623404814,1.1528132,2.6156042,25.061977,0.0
Gastly,Ghost,Poison,1.0,30,35,30,100,35,80,310,1.3,0.1,https://img.pokemondb.net/sprites/home/normal/2x/gastly.jpg,0.001953125,0.025866795,0.5565033,0.0,0.11111111110795276,0.1147403259845981,0.35588402500409655,0.007959067651848804,1.988463,3.2048805,25.510956,0.0
Rattata,Normal,,1.0,30,56,35,25,35,72,253,0.3,3.5,https://img.pokemondb.net/sprites/home/normal/2x/rattata.jpg,0.001953125,0.03443336,0.77809143,0.0,0.11111111110602827,0.10627276451739848,0.3261665141662321,0.011893870081798085,1.1437168,2.5291636,31.65534,0.0
Chinchou,Water,Electric,2.0,75,38,38,56,56,67,330,0.5,12.0,https://img.pokemondb.net/sprites/home/normal/2x/chinchou.jpg,0.001953125,0.035369918,0.7994385,0.0,0.11111111110571213,0.10778632397940037,0.31243926140367156,0.00631681243895448,1.007873,2.7975543,42.185642,0.0
Mew,Psychic,,1.0,100,100,100,100,100,100,600,0.4,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mew.jpg,0.001953125,0.0387976,0.8762512,0.0,0.11111111110173465,0.11560668112096006,0.3510548522910502,0.01265822784703306,1.2616118,2.8531768,37.286095,0.0
Serperior,Grass,,5.0,75,75,95,75,95,113,528,3.3,63.0,https://img.pokemondb.net/sprites/home/normal/2x/serperior.jpg,0.001953125,0.03243902,0.7324219,0.0,0.11111111110744289,0.10389016226342847,0.33212281279854333,0.017497523934714508,1.1347189,3.0151196,37.911137,0.0
Iron Bundle,Ice,Water,9.0,56,80,114,124,60,136,570,0.6,11.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-bundle.png,0.001953125,0.038386483,0.86898804,0.0,0.11111111109221466,0.1210553089593592,0.3724489795284951,0.0068027210872784495,1.0073174,2.4671388,24.805191,0.0
Oricorio,Fire,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg,0.001953125,0.036809545,0.83265686,0.0,0.11111111110545374,0.11229721038599469,0.3747454174961942,0.010183299388483539,0.9343196,2.6339653,38.565613,0.0
Barboach,Water,Ground,3.0,50,48,43,46,41,60,288,0.4,1.9,https://img.pokemondb.net/sprites/home/normal/2x/barboach.jpg,0.001953125,0.03857017,0.8733368,0.0,0.11111111110378187,0.10118785640135547,0.33707124008330663,0.023087071238582647,0.94784576,2.4138026,35.893593,0.0
Raboot,Fire,,8.0,65,86,60,55,60,94,420,0.6,9.0,https://img.pokemondb.net/sprites/home/normal/2x/raboot.jpg,0.001953125,0.03259797,0.7342529,0.0,0.11111111110657597,0.1041652374641551,0.3089795918241233,0.01061224489752603,1.7936187,3.8104522,46.64388,0.0
Beedrill,Bug,Poison,1.0,65,90,40,45,80,75,395,1.0,29.5,https://img.pokemondb.net/sprites/home/normal/2x/beedrill.jpg,0.001953125,0.033071294,0.7458801,0.0,0.1111111111066272,0.10856203716446731,0.3305084745629335,0.004035512509925928,2.0274901,3.6018207,34.65208,0.0
Wynaut,Psychic,,3.0,95,23,48,23,48,23,260,0.6,14.0,https://img.pokemondb.net/sprites/home/normal/2x/wynaut.jpg,0.001953125,0.032082032,0.7212982,0.0,0.11111111110612633,0.11103268861836345,0.31987438311709854,0.008075370120768265,1.4155369,3.126732,39.614887,0.0
Beldum,Steel,Psychic,3.0,40,55,80,35,60,30,300,0.6,95.2,https://img.pokemondb.net/sprites/home/normal/2x/beldum.jpg,0.001953125,0.03350338,0.7533417,0.0,0.11111111110404297,0.10748900324760717,0.2958015266987403,0.011450381678660916,1.5118659,3.6218085,47.98725,0.0
Toxel,Electric,Poison,8.0,40,38,35,54,35,40,242,0.4,11.0,https://img.pokemondb.net/sprites/home/normal/2x/toxel.jpg,0.001953125,0.03404994,0.76776123,0.0,0.11111111110493826,0.1076128303722006,0.3288888888706173,0.01611111111021605,1.2576797,3.2126007,34.471443,0.0
Illumise,Bug,,3.0,65,47,75,73,85,85,430,0.6,17.7,https://img.pokemondb.net/sprites/home/normal/2x/illumise.jpg,0.001953125,0.03162895,0.7144928,0.0,0.1111111111063729,0.10421437930455556,0.3100213219484,0.01151385927456231,1.4112692,3.1600044,35.550507,0.0
Vikavolt,Bug,Electric,7.0,77,70,90,145,75,43,500,1.5,45.0,https://img.pokemondb.net/sprites/home/normal/2x/vikavolt.jpg,0.001953125,0.03591307,0.81214905,0.0,0.11111111110632804,0.11642786382353981,0.3650452001564768,0.011622901420076501,1.5855812,4.0539308,35.72204,0.0
Galvantula,Bug,Electric,5.0,70,77,60,97,60,108,472,0.8,14.3,https://img.pokemondb.net/sprites/home/normal/2x/galvantula.jpg,0.001953125,0.03126697,0.702713,0.0,0.11111111110707952,0.10755960909784046,0.3298258345308481,0.01124818577607953,1.4478022,3.0898194,27.432568,0.0
Bronzor,Steel,Psychic,4.0,57,24,86,24,86,23,300,0.5,60.5,https://img.pokemondb.net/sprites/home/normal/2x/bronzor.jpg,0.001953125,0.027135955,0.60446167,0.0,0.11111111110733567,0.11412774516260871,0.35915732244787096,0.008834522595690298,1.8886244,5.158277,45.636,0.0
Milotic,Water,,3.0,95,60,79,100,125,81,540,6.2,162.0,https://img.pokemondb.net/sprites/home/normal/2x/milotic.jpg,0.001953125,0.029125176,0.6528778,0.0,0.1111111111076302,0.11206122785321462,0.2982456140257442,0.011591478696378714,1.5707681,3.4496562,45.957207,0.0
Wishiwashi,Water,,7.0,45,20,20,25,25,40,175,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/wishiwashi.jpg,0.001953125,0.037081067,0.83843994,0.0,0.11111111110492107,0.10520617991722336,0.30919220053987784,0.011699164344752135,1.0628704,2.474006,32.9016,0.0
Luxray,Electric,,4.0,80,120,79,95,79,70,523,1.4,42.0,https://img.pokemondb.net/sprites/home/normal/2x/luxray.jpg,0.001953125,0.030832091,0.68569946,0.0,0.11111111110679947,0.10380994321611649,0.3395421032076235,0.012417539774450231,1.5527678,3.6843483,35.016197,0.0
Coalossal,Rock,Fire,8.0,110,80,120,80,90,30,510,2.8,310.5,https://img.pokemondb.net/sprites/home/normal/2x/coalossal.jpg,0.001953125,0.027116219,0.57606506,0.0,0.11111111110753151,0.1073440033586846,0.2954252577224412,0.005798969071978126,1.9608506,3.6318355,33.07923,0.0
Dragonair,Dragon,,1.0,61,84,65,70,70,70,420,4.0,16.5,https://img.pokemondb.net/sprites/home/normal/2x/dragonair.jpg,0.001953125,0.037278883,0.8426819,0.0,0.11111111110469221,0.11228484295221348,0.2975158867534653,0.006932409011731229,1.7063156,3.7129152,40.09128,0.0
Rampardos,Rock,,4.0,97,165,60,65,50,58,495,1.6,102.5,https://img.pokemondb.net/sprites/home/normal/2x/rampardos.jpg,0.001953125,0.032745603,0.7400055,0.0,0.11111111110620336,0.10627442872039262,0.32287985864298235,0.012809187278586168,1.9142741,3.907364,39.995285,0.0
Vanillish,Ice,,5.0,51,65,65,80,75,59,395,1.1,41.0,https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg,0.001953125,0.038011666,0.859848,0.0,0.11111111110459432,0.10710951117052195,0.32961876830911324,0.009970674486218729,1.0852784,2.640086,32.932247,0.0
Wurmple,Bug,,3.0,45,45,35,20,30,20,195,0.3,3.6,https://img.pokemondb.net/sprites/home/normal/2x/wurmple.jpg,0.001953125,0.033245843,0.7505951,0.0,0.1111111111061241,0.10630662206328943,0.31552962296608933,0.013464991022734966,1.1800238,2.937274,27.90476,0.0
Stantler,Normal,,2.0,73,95,62,85,65,85,465,1.4,71.2,https://img.pokemondb.net/sprites/home/normal/2x/stantler.jpg,0.001953125,0.034659464,0.7831116,0.0,0.11111111110524463,0.10894523667427689,0.32154171064828185,0.00844772967220445,1.4428031,3.0576088,33.12232,0.0
Rapidash,Fire,,1.0,65,100,70,80,80,105,500,1.7,95.0,https://img.pokemondb.net/sprites/home/normal/2x/rapidash.jpg,0.001953125,0.030840172,0.6937561,0.0,0.11111111110681449,0.10831491192219037,0.31593194120974744,0.008894044856577956,1.6271758,3.290596,34.309753,0.0
Quilava,Fire,,2.0,58,64,58,80,65,80,405,0.9,19.0,https://img.pokemondb.net/sprites/home/normal/2x/quilava.jpg,0.001953125,0.033991106,0.76664734,0.0,0.11111111110526008,0.10778517026852713,0.3254344391613778,0.010005265928909674,1.1131315,2.618991,30.51298,0.0
Xerneas,Fairy,,6.0,126,131,95,131,98,99,680,3.0,215.0,https://img.pokemondb.net/sprites/home/normal/2x/xerneas.jpg,0.001953125,0.037581597,0.8505707,0.0,0.111111111106133,0.10329714315475053,0.2885304659368938,0.012992831540636523,1.193461,2.8869114,28.722977,0.0
Gossifleur,Grass,,8.0,40,40,60,40,60,10,250,0.4,2.2,https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg,0.001953125,0.02889497,0.6443634,0.0,0.11111111110619251,0.10819849616968386,0.31518370959206804,0.011066843735676546,1.1381242,3.1585965,30.277498,0.0
Pignite,Fire,Fighting,5.0,90,93,55,70,55,55,418,1.0,55.5,https://img.pokemondb.net/sprites/home/normal/2x/pignite.jpg,0.001953125,0.0276961,0.6152344,0.0,0.11111111110773081,0.1104944687137856,0.34621235167793696,0.010648007301166778,2.0217566,4.194407,44.87023,0.0
Torkoal,Fire,,3.0,70,85,140,85,70,20,470,0.5,80.4,https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg,0.001953125,0.025385628,0.5671692,0.0,0.11111111110748713,0.11487745126676013,0.3476842791797885,0.00782778864945115,1.8339713,3.5974247,37.93604,0.0
Girafarig,Normal,Psychic,2.0,70,80,65,90,65,85,455,1.5,41.5,https://img.pokemondb.net/sprites/home/normal/2x/girafarig.jpg,0.001953125,0.035612576,0.8043518,0.0,0.11111111110577437,0.10951055458493521,0.31604226703573285,0.012007684917771006,2.0360425,3.7826056,36.351246,0.0
Croconaw,Water,,2.0,65,80,80,59,63,58,405,1.1,25.0,https://img.pokemondb.net/sprites/home/normal/2x/croconaw.jpg,0.001953125,0.030787198,0.6916504,0.0,0.11111111110648149,0.10612692580951111,0.2891666666546181,0.006666666666388889,1.279977,2.9371948,34.522953,0.0
Riolu,Fighting,,4.0,40,70,40,35,40,60,285,0.7,20.2,https://img.pokemondb.net/sprites/home/normal/2x/riolu.jpg,0.001953125,0.034840558,0.7876282,0.0,0.11111111110571475,0.10643504610702056,0.311316172884346,0.0121418164151461,1.8182712,3.8457866,40.89495,0.0
Goomy,Dragon,,6.0,45,50,35,55,75,40,300,0.3,2.8,https://img.pokemondb.net/sprites/home/normal/2x/goomy.jpg,0.001953125,0.03334873,0.7516327,0.0,0.11111111110477637,0.12218267942629839,0.39566704672772707,0.003990877992930964,1.1596856,2.6268904,28.96498,0.0
Rayquaza,Dragon,Flying,3.0,105,150,90,150,90,95,680,7.0,206.5,https://img.pokemondb.net/sprites/home/normal/2x/rayquaza.jpg,0.001953125,0.032018144,0.72050476,0.0,0.111111111107847,0.11054521655868803,0.35458284370286186,0.013513513513116525,1.2589089,3.1760936,47.302723,0.0
Volcarona,Bug,Fire,5.0,85,60,65,135,105,100,550,1.6,46.0,https://img.pokemondb.net/sprites/home/normal/2x/volcarona.jpg,0.001953125,0.031387124,0.70770264,0.0,0.1111111111072356,0.1066854251402463,0.3320544122660602,0.014300662713139147,2.221167,5.029886,43.289536,0.0
Rotom,Electric,Ghost,4.0,50,50,77,95,77,91,440,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.001953125,0.03949775,0.8942261,0.0,0.11111111110383469,0.10753625595326809,0.3189259986693565,0.009823182710555128,0.8169911,2.1655886,30.05919,0.0
Vulpix,Fire,,1.0,38,41,40,50,65,65,299,0.6,9.9,https://img.pokemondb.net/sprites/home/normal/2x/vulpix.jpg,0.001953125,0.030576637,0.68411255,0.0,0.11111111110620987,0.10364932590166132,0.2814292015755876,0.009263343625528745,1.1965617,3.177954,43.13309,0.0
Chesnaught,Grass,Fighting,6.0,88,107,122,74,75,64,530,1.6,90.0,https://img.pokemondb.net/sprites/home/normal/2x/chesnaught.jpg,0.001953125,0.033918727,0.7671814,0.0,0.11111111110707658,0.10685106376906421,0.33986928103341074,0.01416122004305878,1.8296593,3.2183201,32.51325,0.0
Spearow,Normal,Flying,1.0,40,60,30,31,31,70,262,0.3,2.0,https://img.pokemondb.net/sprites/home/normal/2x/spearow.jpg,0.001953125,0.032989122,0.74487305,0.0,0.11111111110606062,0.11541300276324619,0.3531818181657645,0.006818181817871902,1.6269603,3.5460942,31.279957,0.0
Nidoqueen,Poison,Ground,1.0,90,92,87,75,85,76,505,1.3,60.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoqueen.jpg,0.001953125,0.02602482,0.57862854,0.0,0.11111111110767964,0.10684306917262781,0.2899938233387896,0.007103150092430416,1.6888807,3.4186392,35.392197,0.0
Karrablast,Bug,,5.0,50,75,45,40,45,60,315,0.5,5.9,https://img.pokemondb.net/sprites/home/normal/2x/karrablast.jpg,0.001953125,0.03460369,0.78266907,0.0,0.1111111111060049,0.12168753144439143,0.40579044115782215,0.010569852940690724,1.3131449,3.0962644,39.765625,0.0
Timburr,Fighting,,5.0,75,80,55,25,35,35,305,0.6,12.5,https://img.pokemondb.net/sprites/home/normal/2x/timburr.jpg,0.001953125,0.033251747,0.75102234,0.0,0.11111111110458669,0.10291938429457989,0.2871403405585942,0.010569583088046413,1.1933267,2.5685892,34.609303,0.0
Numel,Fire,Ground,3.0,60,60,40,65,45,35,305,0.7,24.0,https://img.pokemondb.net/sprites/home/normal/2x/numel.jpg,0.001953125,0.027013369,0.5957947,0.0,0.11111111110646404,0.12959153924179334,0.41028858216602726,0.004182350480795385,1.5265276,3.342,42.945114,0.0
Empoleon,Water,Steel,4.0,84,86,88,111,101,60,530,1.7,84.5,https://img.pokemondb.net/sprites/home/normal/2x/empoleon.jpg,0.001953125,0.033982005,0.76815796,0.0,0.11111111110680616,0.11463750348961502,0.35993800850988233,0.013173188686045209,1.616416,3.1204784,30.83745,0.0
Fearow,Normal,Flying,1.0,65,90,65,61,61,100,442,1.2,38.0,https://img.pokemondb.net/sprites/home/normal/2x/fearow.jpg,0.001953125,0.03335466,0.7503052,0.0,0.11111111110657967,0.09889885547567617,0.2915986949310115,0.012642740619386512,1.3742305,3.313201,37.714294,0.0
Registeel,Steel,,3.0,80,75,150,75,150,50,580,1.9,205.0,https://img.pokemondb.net/sprites/home/normal/2x/registeel.jpg,0.001953125,0.032623168,0.73454285,0.0,0.11111111110562955,0.10137272300621965,0.2876171682147204,0.012826837690536415,1.948754,3.8295076,34.754555,0.0
Jangmo-o,Dragon,,7.0,45,55,65,45,45,45,300,0.6,29.7,https://img.pokemondb.net/sprites/home/normal/2x/jangmo-o.jpg,0.001953125,0.03451982,0.7790985,0.0,0.11111111110445376,0.10963434770318138,0.32774116235304124,0.007189934091840027,1.4763062,2.9210842,37.81117,0.0
Diggersby,Normal,Ground,6.0,85,56,77,50,77,78,423,1.0,42.4,https://img.pokemondb.net/sprites/home/normal/2x/diggersby.jpg,0.001953125,0.028051812,0.6267853,0.0,0.11111111110751179,0.10866696306855371,0.3035309361741649,0.008422416585409057,2.2133698,3.973303,38.850597,0.0
Naclstack,Rock,,9.0,60,60,100,35,65,35,355,0.6,105.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/naclstack.png,0.001953125,0.037636556,0.85180664,0.0,0.11111111108679796,0.12589941512555006,0.3851203500251378,0.00656455142088303,0.9129413,2.4319625,22.151829,0.0
Pidgeotto,Normal,Flying,1.0,63,60,55,50,50,71,349,1.1,30.0,https://img.pokemondb.net/sprites/home/normal/2x/pidgeotto.jpg,0.001953125,0.033215426,0.7468109,0.0,0.11111111110654241,0.10237959825698839,0.28618421051454834,0.013157894736301074,1.284507,2.8481135,38.575436,0.0
Pidgey,Normal,Flying,1.0,40,45,40,35,35,56,251,0.3,1.8,https://img.pokemondb.net/sprites/home/normal/2x/pidgey.jpg,0.001953125,0.03313527,0.7471161,0.0,0.11111111110574602,0.10871657168710815,0.30420086913065186,0.01255432158316976,1.9617608,3.6564174,36.220623,0.0
Scrafty,Dark,Fighting,5.0,65,90,115,45,115,58,488,1.1,30.0,https://img.pokemondb.net/sprites/home/normal/2x/scrafty.jpg,0.001953125,0.032926776,0.7434387,0.0,0.11111111110628441,0.10163707790045821,0.27845351866731305,0.01303214595946863,1.5036103,3.9331088,36.78542,0.0
Kingdra,Water,Dragon,2.0,75,95,95,95,95,85,540,1.8,152.0,https://img.pokemondb.net/sprites/home/normal/2x/kingdra.jpg,0.001953125,0.032703884,0.7355652,0.0,0.11111111110708097,0.10958098239695152,0.30467899890080963,0.010881392817886058,1.7180129,3.4435444,44.578697,0.0
Zangoose,Normal,,3.0,73,115,60,60,60,90,458,1.3,40.3,https://img.pokemondb.net/sprites/home/normal/2x/zangoose.jpg,0.001953125,0.038531113,0.8713379,0.0,0.11111111110500944,0.10648264811929953,0.32399780338693035,0.013728720482497049,1.0620489,2.4405618,28.382982,0.0
Tapu Bulu,Grass,Fairy,7.0,70,130,115,85,95,75,570,1.9,45.5,https://img.pokemondb.net/sprites/home/normal/2x/tapu-bulu.jpg,0.001953125,0.034295466,0.7754669,0.0,0.11111111110645432,0.11054403722874143,0.36420787928062837,0.012573344509112601,1.6210628,3.7732549,48.608482,0.0
Dracozolt,Electric,Dragon,8.0,90,100,90,80,70,75,505,1.8,190.0,https://img.pokemondb.net/sprites/home/normal/2x/dracozolt.jpg,0.001953125,0.033237364,0.75146484,0.0,0.11111111110690078,0.10566499843400806,0.34406972336703034,0.012504736642193834,1.1848094,2.7785566,35.65229,0.0
Darkrai,Dark,,4.0,70,90,90,135,90,125,600,1.5,50.5,https://img.pokemondb.net/sprites/home/normal/2x/darkrai.jpg,0.001953125,0.032439563,0.72532654,0.0,0.11111111110618815,0.09964286190840266,0.30793088168773014,0.012405848470872581,1.4906547,2.9512625,28.817926,0.0
Voltorb,Electric,,1.0,40,30,50,55,55,100,330,0.5,10.4,https://img.pokemondb.net/sprites/home/normal/2x/voltorb.jpg,0.001953125,0.026449304,0.5766144,0.0,0.11111111110733182,0.13852100845876092,0.4520408163111551,0.007823129251434588,1.2582166,3.2901423,40.591034,0.0
Virizion,Grass,Fighting,5.0,91,90,72,90,129,108,580,2.0,200.0,https://img.pokemondb.net/sprites/home/normal/2x/virizion.jpg,0.001953125,0.032297425,0.72943115,0.0,0.11111111110676915,0.1051922006012793,0.29660023445499806,0.011332551777595446,1.302099,2.8336484,32.81912,0.0
